"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"HBMT00000338851_226_607","d5d11f43f5b5d3b3ae4fab137f6cfbef",127,"PRINTS","PR01088","Na+/H+ exchanger isoform 6 (NHE6) signature",55,81,"1.6E-21","T","03-11-2022","IPR002090","Sodium/hydrogen exchanger 6/7/9"
"ENCT00000374491_566_644","d6969304808d690614d1a43038f381bf",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENCT00000374491_566_644","d6969304808d690614d1a43038f381bf",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,25,"-","T","03-11-2022","-","-"
"ENCT00000302310_57_147","3de10b4044362632d0463ede34be3ea3",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000302310_57_147","3de10b4044362632d0463ede34be3ea3",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,19,"-","T","03-11-2022","-","-"
"MICT00000287926_6_162","a0b99ef71ce4cc882d790fcbe4f79c85",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,52,"-","T","03-11-2022","-","-"
"ENST00000358015_uORF_7","d34a080be4c69d3e5747e733aec7b319",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000594693_43_151","c84bddeee6b71a892a5db94a3f00fed7",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,35,"-","T","03-11-2022","-","-"
"MICT00000037072_168_243","da9c26a5334c32cdc9b388debc0baa04",24,"Coils","Coil","Coil",1,24,"-","T","03-11-2022","-","-"
"MICT00000037072_168_243","da9c26a5334c32cdc9b388debc0baa04",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"MICT00000254356_136_241","f3ff61a1d40f0f83b708f88661bbdb58",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,35,"-","T","03-11-2022","-","-"
"MICT00000254356_136_241","f3ff61a1d40f0f83b708f88661bbdb58",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENST00000416518_25_97","5aa1417af291212af12db7243873ce1b",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000453307_714_816","4598b65f3b23cade81bc8a415ab1eefe",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,33,"-","T","03-11-2022","-","-"
"ENCT00000453307_714_816","4598b65f3b23cade81bc8a415ab1eefe",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENCT00000049612_ncRNA_12","39166919cfc5593378ca1fd96f035120",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000368802_3_144","9a799a638ee4435cda7a0b8ff662f7af",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,46,"-","T","03-11-2022","-","-"
"FTMT22100063008_1990_2074","d8053770208ab52ca5265b0afbf21bb6",27,"PANTHER","PTHR46522","CYTIDINE MONOPHOSPHATE-N-ACETYLNEURAMINIC ACID HYDROXYLASE",1,26,"9.6E-10","T","03-11-2022","IPR027033","Cytidine monophosphate-N-acetylneuraminic acid hydroxylase"
"ENST00000296181_190_280","5741e3dc834f44ea6d2e4c561f7ae275",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"MICT00000177062_3361_3448","391f26ee5692c0d69597d25dff4d2e0d",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"MICT00000377675_ncRNA_8","7c63180615b40c2ad5950452739bbc25",55,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,40,"-","T","03-11-2022","-","-"
"HBMT00001416257_ncRNA_6","6539a19628e28aef50f93066c1b62363",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"HBMT00001416257_ncRNA_6","6539a19628e28aef50f93066c1b62363",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",9,32,"-","T","03-11-2022","-","-"
"HBMT00001416257_ncRNA_6","6539a19628e28aef50f93066c1b62363",32,"Coils","Coil","Coil",10,32,"-","T","03-11-2022","-","-"
"FTMT24700057038_ncRNA_1","89020295b1a3cdd82c60ebbab279554c",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",16,33,"-","T","03-11-2022","-","-"
"FTMT24700057038_ncRNA_1","89020295b1a3cdd82c60ebbab279554c",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENST00000262032_22_100","3785c7d35b6125e68449406c0b9f402e",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENCT00000024075_14456_14564","94561d11173dc54d413e84e3c19f04c9",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"ENCT00000106560_ncRNA_5","aa3974a305bc885cbc2cddfd22d188a9",70,"MobiDBLite","mobidb-lite","consensus disorder prediction",37,70,"-","T","03-11-2022","-","-"
"FTMT24500029637_19_79","1acc7a85bbee95f2827bf4a7b301ef25",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000610387_uORF_11","042894d632db2936add50d62c4d95a85",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000463890_38_104","966712ea5593ec1f1d6d9446917cf5b3",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000323146_118_190","74fd200b95f1685bec590594ffb838cc",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"ENST00000323146_118_190","74fd200b95f1685bec590594ffb838cc",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000204961_161_224","c2e9cd13e6f8d450dcf923716d92a7ad",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000356206_uORF_33","9f6cbbe1d5fc6809747388fca1b9ebf0",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000493504_337_661","66aec26b14a210ddf3c628655cc9ce7b",107,"Gene3D","G3DSA:1.10.10.60","-",1,50,"6.6E-6","T","03-11-2022","-","-"
"ENST00000493504_337_661","66aec26b14a210ddf3c628655cc9ce7b",107,"SUPERFAMILY","SSF46689","Homeodomain-like",2,46,"1.79E-5","T","03-11-2022","IPR009057","Homeobox-like domain superfamily"
"ENST00000543969_11_212","52d8372b1a58dbdd99addad3369ec244",66,"MobiDBLite","mobidb-lite","consensus disorder prediction",38,66,"-","T","03-11-2022","-","-"
"HBMT00000546332_401_527","1755b45b1e940fe84f8da2bbb7e3b96e",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"HBMT00000546332_401_527","1755b45b1e940fe84f8da2bbb7e3b96e",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,42,"-","T","03-11-2022","-","-"
"ENST00000528718_33_123","427bad5be8803466399f6c33ad1c5ef3",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"MICT00000356518_1116_1305","35ed9a984b790463c0d3438f8c06446d",62,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"MICT00000356518_1116_1305","35ed9a984b790463c0d3438f8c06446d",62,"MobiDBLite","mobidb-lite","consensus disorder prediction",22,42,"-","T","03-11-2022","-","-"
"ENST00000397166_uORF_39","038d92d9849b9bdee1cfb1d12e517e84",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000528758_uORF_4","26dae3d0cee52e05e296373687bd88dd",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000528758_uORF_4","26dae3d0cee52e05e296373687bd88dd",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,25,"-","T","03-11-2022","-","-"
"ENST00000578730_125_359","0a3c88db28bc906af22e6c0bc3cc9444",77,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,77,"-","T","03-11-2022","-","-"
"ENST00000578730_125_359","0a3c88db28bc906af22e6c0bc3cc9444",77,"MobiDBLite","mobidb-lite","consensus disorder prediction",16,38,"-","T","03-11-2022","-","-"
"ENST00000579047_72_162","ea679aac1f6a1f26f2564014076b187b",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"MICT00000298218_351_423","1408325310adcd189272f6c1988748e2",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"HBMT00001484356_184_262","e9ac6dc972661d7f0c488271fffb9613",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00000658386_ncRNA_29","7f5019adb366ecd8bb3faa9e9fd3c57f",55,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,55,"-","T","03-11-2022","-","-"
"ENST00000410113_296_383","77e8c8e26f71d45699bbde6cda0979e0",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000400520_uORF_6","8ff6e84ca06fb4f36eeefa131658dfff",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT23500047794_ncRNA_26","cda0ce6a7ab0f783fae1e1169d8acb15",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"ENST00000436150_37_151","69698622088384912f4a12b1c2c8f21b",37,"Coils","Coil","Coil",9,29,"-","T","03-11-2022","-","-"
"ENST00000436150_37_151","69698622088384912f4a12b1c2c8f21b",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"ENST00000436150_37_151","69698622088384912f4a12b1c2c8f21b",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,31,"-","T","03-11-2022","-","-"
"ENST00000560141_ncRNA_3","2c9f1174298754a604273d2c89152694",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000496740_189_249","c80e78fab7c2a8286f7fcec5cb7f3799",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000224964_422_533","d9fc14d8249849fd3eda11501399457f",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,28,"-","T","03-11-2022","-","-"
"ENCT00000224964_422_533","d9fc14d8249849fd3eda11501399457f",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"FTMT22700032284_ncRNA_10","993f0525b0d37f6148a4065f2bc957be",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",21,45,"-","T","03-11-2022","-","-"
"FTMT28900015564_23_134","edfc9a8b25202e2bffd143d73e11f0d6",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"FTMT28900015564_23_134","edfc9a8b25202e2bffd143d73e11f0d6",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,36,"-","T","03-11-2022","-","-"
"HBMT00000051171_4_220","577e01574a4bebd65cc6236c4be90fb6",71,"MobiDBLite","mobidb-lite","consensus disorder prediction",34,71,"-","T","03-11-2022","-","-"
"FTMT24300032592_126_213","e213711fd47a7246093f499855d32e27",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000545876_268_337","554956b7b83f7fd493a98e66434f4ae1",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000606070_ncRNA_0","e1db91518fa08a61e618d54af1e1a39c",81,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,48,"-","T","03-11-2022","-","-"
"ENCT00000296454_ncRNA_2","68c29316f2cffa0b676797d765bc824e",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",23,47,"-","T","03-11-2022","-","-"
"HBMT00001085676_ncRNA_442","56aee5b2d2b87f2f83b9b9671d6b3e99",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,53,"-","T","03-11-2022","-","-"
"HBMT00001085676_ncRNA_442","56aee5b2d2b87f2f83b9b9671d6b3e99",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,33,"-","T","03-11-2022","-","-"
"FTMT28500001387_ncRNA_7","c5023b9fddc2837d6f0d509bc9141515",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"FTMT28500001387_ncRNA_7","c5023b9fddc2837d6f0d509bc9141515",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"ENST00000613231_268_409","43c835ac50d3bebf27d59f2991af6ede",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"ENST00000467604_133_193","eb2f23c255237fdf7f53783cc3fba996",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000359591_242_392","1756521fbb347ff871db5a5bee0636e7",49,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,49,"-","T","03-11-2022","-","-"
"ENST00000460508_225_309","122b5ed47a7429952a4a77c87a113b58",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000380060_uORF_7","9c7519d2f67d20365dec1d473074f420",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"MICT00000232369_186_357","9da8ecf3cb804acef84b8abbae1d6d46",56,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,56,"-","T","03-11-2022","-","-"
"ENCT00000322085_598_988","c55a3167a9aa9babb4618612142b44d0",130,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000322085_598_988","c55a3167a9aa9babb4618612142b44d0",130,"MobiDBLite","mobidb-lite","consensus disorder prediction",84,103,"-","T","03-11-2022","-","-"
"ENCT00000322085_598_988","c55a3167a9aa9babb4618612142b44d0",130,"MobiDBLite","mobidb-lite","consensus disorder prediction",74,130,"-","T","03-11-2022","-","-"
"ENST00000393965_239_383","b510fc342b59d64ab5afd7adfd06cd8c",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,47,"-","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"FunFam","G3DSA:3.30.160.60:FF:000446","Zinc finger protein",27,54,"1.8E-5","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",28,54,"9.618734","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",1,23,"3.8E-13","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"Gene3D","G3DSA:3.30.160.60","Classic Zinc Finger",24,54,"6.8E-9","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"ProSiteProfiles","PS50157","Zinc finger C2H2 type domain profile.",3,30,"15.147039","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"PANTHER","PTHR23226","ZINC FINGER AND SCAN DOMAIN-CONTAINING",1,54,"2.1E-14","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"SMART","SM00355","c2h2final6",3,25,"0.0017","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"Pfam","PF00096","Zinc finger, C2H2 type",3,25,"2.0E-6","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"SUPERFAMILY","SSF57667","beta-beta-alpha zinc fingers",1,53,"7.62E-16","T","03-11-2022","IPR036236","Zinc finger C2H2 superfamily"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"FunFam","G3DSA:3.30.160.60:FF:000087","Zinc finger protein 354B",1,26,"2.7E-15","T","03-11-2022","-","-"
"FTMT20100113235_3140_3305","17c488a0baca66b400059473931071c1",54,"ProSitePatterns","PS00028","Zinc finger C2H2 type domain signature.",5,25,"-","T","03-11-2022","IPR013087","Zinc finger C2H2-type"
"HBMT00001397279_ncRNA_12","953417247d639894871a2707d0ac7bd1",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"HBMT00001397279_ncRNA_12","953417247d639894871a2707d0ac7bd1",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000578757_19_133","e479c492454933156529eed53773dbaf",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,38,"-","T","03-11-2022","-","-"
"ENCT00000206193_ncRNA_6","b5a5a845a0a5a8cb078528cd236a7005",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,32,"-","T","03-11-2022","-","-"
"ENCT00000206193_ncRNA_6","b5a5a845a0a5a8cb078528cd236a7005",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,41,"-","T","03-11-2022","-","-"
"MICT00000298919_393_1710","113f7f6ec8a1b3a5df5a02bf74d875a7",438,"FunFam","G3DSA:3.60.15.10:FF:000025","Inactive cytidine monophosphate-N-acetylneuraminic acid hydroxylase",22,173,"5.3E-106","T","03-11-2022","-","-"
"MICT00000298919_393_1710","113f7f6ec8a1b3a5df5a02bf74d875a7",438,"PANTHER","PTHR46522","CYTIDINE MONOPHOSPHATE-N-ACETYLNEURAMINIC ACID HYDROXYLASE",1,437,"2.5E-287","T","03-11-2022","IPR027033","Cytidine monophosphate-N-acetylneuraminic acid hydroxylase"
"MICT00000298919_393_1710","113f7f6ec8a1b3a5df5a02bf74d875a7",438,"Pfam","PF13483","Beta-lactamase superfamily domain",23,125,"3.2E-9","T","03-11-2022","-","-"
"MICT00000298919_393_1710","113f7f6ec8a1b3a5df5a02bf74d875a7",438,"Gene3D","G3DSA:3.60.15.10","-",22,168,"5.1E-17","T","03-11-2022","IPR036866","Ribonuclease Z/Hydroxyacylglutathione hydrolase-like"
"MICT00000298919_393_1710","113f7f6ec8a1b3a5df5a02bf74d875a7",438,"SUPERFAMILY","SSF56281","Metallo-hydrolase/oxidoreductase",13,201,"3.52E-17","T","03-11-2022","IPR036866","Ribonuclease Z/Hydroxyacylglutathione hydrolase-like"
"ENST00000288520_106_169","9f82c3091023ac718b2b33fc0a1d89e6",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000476663_52_136","b7bb3eb31e6597005d5aa1de4bba58eb",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00001014156_103_178","9d109843632031db678e67b1d8770853",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000262850_139_226","33a42c73a6b0a18c58e592edeb57a5aa",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000556379_218_440","74c2b0788d5aacd546cb59e28355c070",73,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"FTMT24700016188_871_1084","820035c18564471dcedb42356a0222c5",70,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000180337_923_1310","4ea0ff24e1d7738d06652df1dcf37da8",128,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,37,"-","T","03-11-2022","-","-"
"ENCT00000180337_923_1310","4ea0ff24e1d7738d06652df1dcf37da8",128,"MobiDBLite","mobidb-lite","consensus disorder prediction",18,93,"-","T","03-11-2022","-","-"
"ENST00000306917_240_336","a3f1c4758faa7bc7d4273dacad787df3",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENST00000467342_128_197","7f112ea429ea1b21022c1cbb83c57a7e",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000507703_236_317","244ce4fc0ab3f7f34ff1aa89a9c5c5fa",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"FTMT23500001028_26_92","0a412ae643b520325f08cb80c8e88e18",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000182634_ncRNA_2","b000550a5e723ba93d7d9f0c32bd12dc",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"FTMT20200000489_1826_2009","85b51dec60d43b2289cd0f6bd7e93368",60,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,60,"-","T","03-11-2022","-","-"
"ENST00000342651_225_315","8c7241b9d0c84392d2cf6967c3898a7f",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000332427_uORF_2","3537c798b31e66d930041a507fb8bb85",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000373912_28_112","735b78711d554ba3a863a3e9ab22ee8a",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"FTMT26300003491_ncRNA_26","68ce10cdd7c8a7c9d8b34399f4ead80a",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000607421_169_274","6cdc2ad234ff4fb25ef3908daad236a0",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"ENCT00000211586_671_791","c4b26ec2c8e4e83c5d509ffd1d9cae4a",40,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,40,"-","T","03-11-2022","-","-"
"HBMT00000510434_ncRNA_7","9213a5ed5768430ef9a3b0311f810e07",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00000510434_ncRNA_7","9213a5ed5768430ef9a3b0311f810e07",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000349841_uORF_17","ca4047f0d639ff309d7122ffd1711cd5",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000442587_28_88","e66ff837b52f3bbb36504f55e6b01371",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"MICT00000265496_ncRNA_890","8e01443fbf37688c97079a98eccde097",89,"MobiDBLite","mobidb-lite","consensus disorder prediction",58,76,"-","T","03-11-2022","-","-"
"MICT00000265496_ncRNA_890","8e01443fbf37688c97079a98eccde097",89,"MobiDBLite","mobidb-lite","consensus disorder prediction",58,89,"-","T","03-11-2022","-","-"
"ENCT00000002475_4865_4979","b5fc615aa247e3ff2a3ab80da919ef4b",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"ENST00000262741_280_391","d53f9a0e9a9ecfbabfce6607ade8e8be",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,36,"-","T","03-11-2022","-","-"
"FTMT22100045585_365_572","cdd5d19ec40654273628a2522706f465",68,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"FTMT21900020957_196_277","084a5845c192223c7b296b346179e6b9",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000297323_ncRNA_44","3ceee2c1053e4aaee99f766bc905ad47",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"FunFam","G3DSA:1.10.510.10:FF:000294","Serine/threonine-protein kinase OXI1",2,52,"2.2E-23","T","03-11-2022","-","-"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"ProSitePatterns","PS00108","Serine/Threonine protein kinases active-site signature.",21,33,"-","T","03-11-2022","IPR008271","Serine/threonine-protein kinase, active site"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"PANTHER","PTHR24351","RIBOSOMAL PROTEIN S6 KINASE",4,52,"9.8E-23","T","03-11-2022","-","-"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"SUPERFAMILY","SSF56112","Protein kinase-like (PK-like)",3,53,"7.15E-23","T","03-11-2022","IPR011009","Protein kinase-like domain superfamily"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"Pfam","PF00069","Protein kinase domain",4,53,"8.6E-20","T","03-11-2022","IPR000719","Protein kinase domain"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"ProSiteProfiles","PS50011","Protein kinase domain profile.",1,60,"18.605303","T","03-11-2022","IPR000719","Protein kinase domain"
"ENCT00000484683_780_963","dd4f7716995ac4a75fac8ec498215da4",60,"Gene3D","G3DSA:1.10.510.10","Transferase(Phosphotransferase) domain 1",1,60,"1.4E-21","T","03-11-2022","-","-"
"HBMT00000087035_527_650","0620c83e29ad3b841d6b4b402fc84cd5",40,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000274275_166_220","6d8655752b0023de4a31e6564fba49a5",18,"ProSiteProfiles","PS51257","Prokaryotic membrane lipoprotein lipid attachment site profile.",1,15,"5.0","T","03-11-2022","-","-"
"ENST00000494444_187_313","efbe3e981d546f4d8e43b4f044b324ae",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",25,41,"-","T","03-11-2022","-","-"
"ENST00000494444_187_313","efbe3e981d546f4d8e43b4f044b324ae",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,41,"-","T","03-11-2022","-","-"
"ENST00000476260_uORF_2007","6e014b81eb368f1cbc43230199145141",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000476260_uORF_2007","6e014b81eb368f1cbc43230199145141",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"ENCT00000321208_31_94","a8ab30861416d60791ce4c6f2981c12a",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000411553_121_415","b037333a5b8adc0e1b07839727260f4e",97,"MobiDBLite","mobidb-lite","consensus disorder prediction",54,72,"-","T","03-11-2022","-","-"
"ENST00000411553_121_415","b037333a5b8adc0e1b07839727260f4e",97,"MobiDBLite","mobidb-lite","consensus disorder prediction",52,72,"-","T","03-11-2022","-","-"
